,active_from,active_to,birth_year,birth_date,Height_in_feet,college,height,player_name,position,weight,NBA__3ptapg,NBA__3ptpct,NBA__3ptpg,NBA_efgpct,NBA_fg%,NBA_fg_per_game,NBA_fga_per_game,NBA_ft%,NBA_ft_per_g,NBA_fta_p_g,NBA_g_played,NBA_ppg,NCAA__3ptapg,NCAA__3ptpct,NCAA__3ptpg,NCAA_fgapg,NCAA_fgpct,NCAA_fgpg,NCAA_ft,NCAA_ftapg,NCAA_ftpg,NCAA_games,NCAA_ppg,Years_played,Draft_age,WinShare/48,WingSpan,Standing_vert,Max_vertical,Agility,Sprint,Draft_Pick
1454,2015,2018,1995,9/16/1995,6.9,University of Arizona,6.9.2020,Aaron Gordon,F,220,3,0.308,0.9,0.5,0.451,4.3,9.6,0.699,1.9,2.7,261,11.4,1.2,0.356,0.4,10.1,0.495,5,0.422,4.7,2,38,12.4,3,20,0.06,83.75,105,144,10.81,3.27,4
1670,2016,2018,1994,10/28/1994,6.6,University of Kentucky,6.6.2020,Aaron Harrison,G,210,1.4,0.217,0.3,0.324,0.257,0.6,2.2,0.6,0.4,0.7,34,1.9,4.6,0.335,1.5,9.9,0.41,4.1,0.787,3.5,2.8,79,12.4,2,22,#N/A,80.25,100.5,135,0,3.27,0
3994,2014,2014,1993,3/25/1993,6.7,"University of North Carolina, University of Memphis",6.7.2020,Adonis Thomas,F,200,0.8,0.2,0.2,0.464,0.429,1,2.3,1,0.2,0.2,6,2.3,2.3,0.325,0.7,9.5,0.426,4.1,0.745,2.5,1.9,55,10.7,0,21,-0.031,85,99,139.5,11.66,3.32,0
3159,2015,2018,1991,2/19/1991,6.1,Michigan State University,6.10.2020,Adreian Payne,F-C,237,0.6,0.254,0.1,0.423,0.406,1.6,4,0.68,0.6,0.9,107,4,1.1,0.409,0.4,6.2,0.526,3.2,0.755,2.7,2,138,8.9,3,24,-0.033,88,109,0,0,0,15
4378,2016,2018,1993,1/28/1993,6.8,"University of California, Santa Barbara",6.8.2020,Alan Williams,F-C,260,0,0,0,0.502,0.502,2.5,5,0.63,1.4,2.2,62,6.4,0,0,0,11.6,0.492,5.7,0.706,5.8,4.1,112,15.5,2,23,#N/A,85.75,106.5,135,12.07,3.5,0
556,2012,2018,1991,7/20/1991,6.6,University of Colorado,6.6.2020,Alec Burks,G,214,1.8,0.354,0.6,0.466,0.426,3.4,7.9,0.765,2.3,3.1,364,9.7,2.2,0.313,0.7,12.6,0.495,6.2,0.804,7.3,5.9,68,19,6,21,0.076,82,103.5,139.5,10.96,3.17,12
2227,2015,2015,1991,11/14/1991,7.1,University of New Mexico,7.1.2000,Alex Kirk,C,245,0,,0,0.25,0.25,0.2,0.8,1,0.4,0.4,5,0.8,1.4,0.252,0.3,7.8,0.488,3.8,0.684,2.9,2,101,10,0,24,0.061,87.5,109.5,141,11.2,3.48,0
2387,2014,2018,1993,6/16/1993,7.1,University of Maryland,7.1.2020,Alex Len,C,260,0.1,0.24,0,0.485,0.484,2.7,5.6,0.708,1.7,2.4,334,7.2,0.2,0.111,0,7,0.538,3.8,0.663,3.3,2.2,60,9.7,4,21,0.024,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3868,2016,2016,1987,8/7/1987,6.1,"University of North Carolina, University of Southern California",6.10.2020,Alex Stepheson,F,270,0,,0,0.333,0.333,1.1,3.4,0.333,0.5,1.5,8,2.8,0,,0,4.7,0.52,2.4,0.497,2.1,1,137,5.9,0,29,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3689,2013,2015,1988,12/16/1988,6.6,,6.6.2020,Alexey Shved,G,190,2.9,0.306,0.9,0.436,0.369,2.4,6.6,0.762,1.6,2.1,182,7.4,,,,,,,,,,,,2,25,0.02,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
821,2014,2018,1992,4/9/1992,6.6,University of California,6.6.2020,Allen Crabbe,G-F,210,4,0.393,1.6,0.539,0.437,3.4,7.7,0.846,1.1,1.3,299,9.4,5.6,0.382,2.1,12.2,0.446,5.4,0.819,3.3,2.7,98,15.7,4,22,0.037,83.25,103.5,139.5,10.67,3.32,31
942,2015,2015,1991,9/19/1991,6.5,Duke University,6.5.2020,Andre Dawkins,G,215,1.5,0.167,0.3,0.25,0.167,0.3,1.5,,0,0,4,0.8,4,0.407,1.6,5.4,0.433,2.3,0.769,1.1,0.9,142,7.1,0,24,-0.172,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1064,2013,2018,1993,8/10/1993,6.11,University of Connecticut,6.11.2020,Andre Drummond,C,279,0.1,0.167,0,0.545,0.545,5.8,10.6,0.421,2,4.7,463,13.6,0.1,0,0,8.6,0.538,4.6,0.295,2.6,0.8,34,10,5,20,0.172,90.25,109.5,143,10.83,3.39,9
3427,2014,2018,1991,12/4/1991,6.7,University of Colorado,6.7.2020,Andre Roberson,G-F,210,1.4,0.257,0.4,0.528,0.482,1.9,4,0.467,0.4,0.9,295,4.6,1.4,0.35,0.5,7.1,0.516,3.6,0.582,3.2,1.9,105,9.6,4,23,0.099,83,104.5,141,11.36,3.34,26
1462,2012,2016,1988,12/7/1988,6.3,College of Charleston,6.3.2020,Andrew Goudelock,G,200,1.7,0.345,0.6,0.467,0.393,1.6,4,0.875,0.3,0.3,49,4,6.8,0.413,2.8,14.9,0.457,6.8,0.838,2.2,1.9,140,18.4,4,24,0.011,76.25,96.5,133.5,10.33,3.1,46
2974,2013,2017,1989,12/8/1989,6.9,St. Bonaventure University,6.9.2020,Andrew Nicholson,F,250,1,0.321,0.3,0.495,0.467,2.5,5.3,0.773,0.7,0.9,285,6,0.6,0.377,0.2,11.4,0.575,6.6,0.72,5.1,3.7,123,17.1,4,24,0.065,88,107,137.5,11.89,3.67,19
4354,2015,2018,1995,2/23/1995,6.8,University of Kansas,6.8.2020,Andrew Wiggins,F-G,199,2.9,0.329,0.9,0.476,0.447,7.3,16.2,0.741,4.3,5.8,325,19.8,3.6,0.341,1.2,12.1,0.448,5.4,0.775,6.5,5,35,17.1,3,20,0.034,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
289,2014,2017,1993,3/14/1993,6.8,"University of Nevada, Las Vegas",6.8.2020,Anthony Bennett,F,245,0.9,0.261,0.2,0.42,0.392,1.7,4.2,0.67,0.8,1.2,151,4.4,2.7,0.375,1,10.8,0.533,5.8,0.701,5.1,3.5,35,16.1,3,21,-0.028,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
482,2016,2018,1992,10/10/1992,6.7,Stanford University,6.7.2020,Anthony Brown,F-G,210,2.4,0.286,0.7,0.407,0.328,1.4,4.3,0.85,0.4,0.5,41,3.9,3.8,0.403,1.5,8.4,0.428,3.6,0.751,2.8,2.1,144,10.8,2,24,0.603,83.25,104.5,139,11.06,3.18,34
902,2013,2018,1993,3/11/1993,6.1,University of Kentucky,6.10.2020,Anthony Davis,F-C,253,1.1,0.31,0.3,0.527,0.518,8.8,17.1,0.797,5.4,6.8,408,23.4,0.5,0.15,0.1,8.4,0.623,5.3,0.709,5.1,3.6,40,14.2,5,20,0.159,89.5,108,0,0,0,1
1452,2014,2017,1994,8/17/1994,6.5,University of Kentucky,6.5.2020,Archie Goodwin,G,200,1.2,0.236,0.3,0.455,0.429,2.2,5.2,0.7,1.6,2.3,165,6.3,1.9,0.266,0.5,10.8,0.44,4.8,0.637,6.4,4.1,33,14.1,3,20,0.018,81.5,102,138,10.75,3.27,29
3068,2014,2017,1987,7/13/1987,6.9,Syracuse University,6.9.2020,Arinze Onuaku,C,255,0,,0,0.652,0.652,0.8,1.2,0.4,0.2,0.5,19,1.8,0,,0,6.2,0.648,4,0.395,2.9,1.1,134,9.2,3,27,-0.016,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2871,2013,2014,1990,11/18/1990,6.11,"University of Texas at El Paso, Mississippi State University",6.11.2020,Arnett Moultrie,F,249,0,,0,0.547,0.547,1.6,2.9,0.667,0.4,0.6,59,3.6,1,0.289,0.3,8.6,0.511,4.4,0.676,3.4,2.3,100,11.4,1,23,0.149,86.25,106.5,144,11.32,3.22,27
248,2013,2018,1986,12/9/1986,6.1,Washington State University,6.10.2020,Aron Baynes,C,260,0.1,0.12,0,0.504,0.503,2.2,4.3,0.801,1,1.3,374,5.3,0,0.333,0,5.9,0.546,3.2,0.698,3.2,2.3,122,8.7,5,27,0.05,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3422,2013,2018,1992,8/1/1992,6.4,Duke University,6.4.2020,Austin Rivers,G,200,2.8,0.356,1,0.481,0.42,3.5,8.4,0.65,1.4,2.1,407,9.4,4.7,0.365,1.7,11.8,0.433,5.1,0.658,5.4,3.6,34,15.5,5,21,-0.038,79.25,96.5,134,11.54,3.32,10
4072,2016,2017,1992,7/23/1992,6.7,,6.7.2020,Axel Toupane,G-F,197,1.8,0.318,0.6,0.468,0.38,1.2,3.2,0.765,0.5,0.7,25,3.5,,,,,,,,,,,,1,24,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1619,2013,2013,1987,12/23/1987,6.3,"Mississippi State University, University of Notre Dame",6.3.2020,Ben Hansbrough,G,203,0.8,0.261,0.2,0.4,0.333,0.5,1.6,0.778,0.8,1,28,2,4.8,0.405,2,8.2,0.451,3.7,0.782,3.4,2.7,134,12,0,26,0.044,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2691,2014,2018,1993,2/11/1993,6.5,University of Kansas,6.5.2020,Ben McLemore,G,195,3.4,0.352,1.2,0.493,0.416,3.3,7.9,0.783,1.3,1.6,347,9,4.7,0.42,2,10.8,0.495,5.4,0.87,3.7,3.2,37,15.9,4,21,0.016,79.75,100.5,142.5,11.87,3.27,7
1955,2013,2015,1985,2/7/1985,6.1,Florida State University,6.10.2020,Bernard James,C,240,0,0,0,0.497,0.497,0.8,1.7,0.68,0.6,0.8,92,2.2,0,,0,6.3,0.627,4,0.528,3.4,1.8,69,9.7,2,28,0.125,87,108.5,141,11.84,3.4,33
329,2012,2018,1992,8/28/1992,6.9,,6.9.2020,Bismack Biyombo,C-F,255,0,0,0,0.511,0.511,1.9,3.6,0.566,1.2,2.2,527,5,,,,,,,,,,,,6,20,0.019,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2548,2016,2018,1988,8/15/1988,7.3,,7.3.2020,Boban Marjanovic,C,290,0,,0,0.56,0.56,2,3.5,0.793,1.6,2.1,126,5.5,,,,,,,,,,,,2,28,0.185,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3258,2016,2018,1995,2/10/1995,6.11,University of Arkansas,6.11.2020,Bobby Portis,F,230,1.9,0.347,0.6,0.502,0.462,3.8,8.1,0.742,1.1,1.4,197,9.2,0.9,0.365,0.3,11.2,0.526,5.9,0.737,3.9,2.9,70,15,2,21,0.097,86,108.5,140,11.71,3.56,22
364,2015,2018,1989,4/18/1989,6.8,,6.8.2020,Bojan Bogdanovic,G-F,216,4.3,0.378,1.6,0.538,0.452,4.3,9.5,0.863,1.9,2.2,318,12.1,,,,,,,,,,,,3,26,0.062,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
252,2013,2018,1993,6/28/1993,6.5,University of Florida,6.5.2020,Bradley Beal,G,207,5.4,0.394,2.1,0.515,0.446,6.9,15.5,0.796,2.7,3.4,404,18.7,5,0.339,1.7,10.6,0.445,4.7,0.769,4.7,3.6,37,14.8,5,20,0.082,80,100,139,10.95,3.28,3
946,2016,2016,1993,2/1/1993,6.6,Michigan State University,6.6.2020,Branden Dawson,F,225,0,,0,0.4,0.4,0.3,0.8,1,0.2,0.2,6,0.8,0.1,0,0,7.8,0.559,4.4,0.558,2.4,1.4,130,10.1,0,23,#N/A,83,105,139.5,12.37,3.2,56
901,2014,2015,1991,7/25/1991,6.1,Brigham Young University,6.10.2020,Brandon Davies,F,240,0.6,0.227,0.1,0.43,0.411,1.4,3.4,0.644,0.7,1.2,78,3.7,0.1,0.333,0,8.6,0.522,4.5,0.66,5.1,3.4,135,12.4,1,23,0.008,85.5,108.5,140,11.22,3.5,0
2245,2012,2017,1991,12/2/1991,6.3,University of Kentucky,6.3.2020,Brandon Knight,G,189,4.6,0.357,1.6,0.476,0.415,5.5,13.2,0.812,2.6,3.3,382,15.2,6.1,0.377,2.3,13.5,0.423,5.7,0.795,4.5,3.6,38,17.3,5,21,0.029,78.75,98.5,136,10.74,3.07,8
3433,2013,2017,1985,12/3/1985,6.1,University of Dayton,6.1.2020,Brian Roberts,G,173,1.9,0.356,0.7,0.471,0.411,2.4,5.8,0.908,1.1,1.2,314,6.6,5.3,0.441,2.3,11.5,0.452,5.2,0.849,3.4,2.9,125,15.7,4,28,0.078,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4283,2016,2018,1992,12/29/1992,6.2,Virginia Commonwealth University,6.2.2020,Briante Weber,G,165,0.6,0.192,0.1,0.426,0.408,1.3,3.2,0.733,0.5,0.7,45,3.2,1.1,0.274,0.3,5.5,0.426,2.3,0.769,2.4,1.8,127,6.8,2,24,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
592,2015,2018,1995,9/21/1995,6.9,,6.9.2020,Bruno Caboclo,F,218,1,0.242,0.2,0.343,0.286,0.6,2.1,0.833,0.1,0.2,34,1.6,,,,,,,,,,,,3,20,-0.275,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
806,2015,2016,1992,8/11/1992,6.1,Providence College,6.1.2020,Bryce Cotton,G,165,1,0.304,0.3,0.462,0.418,1.4,3.4,0.833,0.7,0.8,23,3.8,5.7,0.361,2,11.2,0.421,4.7,0.838,4.5,3.7,130,15.2,1,23,0.067,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
963,2016,2016,1992,8/21/1992,6.6,"University of Southern California, University of Nevada, Las Vegas, Iowa State University",6.6.2020,Bryce Dejean-Jones,G,209,2.3,0.375,0.9,0.493,0.406,2,4.9,0.524,0.8,1.5,14,5.6,3.1,0.336,1,8.8,0.429,3.8,0.684,3.3,2.3,117,10.8,0,24,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2631,2014,2018,1991,9/19/1991,6.3,Lehigh University,6.3.2020,C.J. McCollum,G,190,4.7,0.408,1.9,0.521,0.455,6.5,14.4,0.842,2.2,2.6,339,17.2,5.2,0.377,2,15.7,0.439,6.9,0.825,6.7,5.5,111,21.3,4,23,0.019,78.25,96.5,135,11.02,3.32,10
4357,2015,2017,1990,12/30/1990,6.5,University of Washington,6.5.2020,C.J. Wilcox,G,195,0.9,0.333,0.3,0.441,0.37,0.8,2,0.813,0.2,0.2,66,2,5.9,0.389,2.3,11.3,0.433,4.9,0.84,2.7,2.3,131,14.4,2,25,-0.024,81.75,100.5,138,11.3,3.22,28
172,2015,2016,1990,12/7/1990,6.9,University of New Mexico,6.9.2020,Cameron Bairstow,F-C,250,0.1,0.2,0,0.306,0.296,0.4,1.5,0.846,0.3,0.4,36,1.2,0,0.333,0,6,0.517,3.1,0.717,4.2,3,134,9.2,1,25,-0.048,84.75,107,140.5,11.39,3.37,49
3160,2016,2018,1994,8/8/1994,6.3,Murray State University,6.3.2020,Cameron Payne,G,185,2.5,0.332,0.8,0.455,0.385,2.3,6,0.75,0.3,0.4,111,5.8,6.3,0.359,2.3,14.6,0.432,6.3,0.781,4.7,3.7,69,18.5,2,22,0.152,79.25,97.5,133,10.89,3.28,14
2005,2012,2012,1983,1/28/1983,5.1,University of Alabama at Birmingham,5.10.2020,Carldell Johnson,G,180,1,0.267,0.3,0.371,0.314,0.7,2.3,0.333,0.1,0.2,15,1.8,2.4,0.401,0.9,4.8,0.405,2,0.716,1.1,0.8,96,5.7,0,29,-0.003,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1222,2014,2014,1990,8/17/1990,6.6,Arizona State University,6.6.2020,Carrick Felix,G,201,0.7,0.4,0.3,0.571,0.5,1,2,0.75,0.4,0.6,7,2.7,3.2,0.326,1.1,8,0.456,3.6,0.704,2.6,1.9,94,10.2,0,24,0.057,81.25,103.5,142,11.16,3.25,33
4239,2014,2014,1990,1/17/1990,5.1,"California State University, Long Beach",5.10.2020,Casper Ware,G,175,2.3,0.333,0.8,0.512,0.429,2,4.7,0.833,0.6,0.7,9,5.3,4.7,0.349,1.6,11.1,0.402,4.5,0.784,4.4,3.5,131,14.1,0,24,0.071,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3134,2012,2018,1988,10/25/1988,6.1,University of Florida,6.10.2020,Chandler Parsons,F,230,4.2,0.377,1.6,0.54,0.466,5,10.8,0.708,1.5,2.1,410,13.1,3.2,0.337,1.1,7.8,0.477,3.7,0.611,2.8,1.7,142,10.2,6,24,0.09,81.5,104.5,136,11.05,3.29,38
1983,2012,2013,1989,2/28/1989,6.3,Hofstra University,6.3.2020,Charles Jenkins,G,220,0.2,0.182,0,0.439,0.434,1.6,3.7,0.754,0.4,0.6,110,3.7,3.7,0.382,1.4,14.5,0.456,6.6,0.811,6.2,5,128,19.6,1,23,0.028,79.5,96.5,130.5,11.68,3.18,44
158,2014,2014,1990,2/14/1990,6.5,"Pennsylvania State University, Iowa State University",6.5.2020,Chris Babb,G,225,1.9,0.222,0.4,0.367,0.267,0.6,2.1,,0,0,14,1.6,4.7,0.359,1.7,6.2,0.377,2.3,0.733,1.2,0.9,130,7.2,0,24,-0.008,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
796,2013,2016,1984,3/17/1984,6.9,University of Colorado,6.9.2020,Chris Copeland,F,239,2.5,0.365,0.9,0.516,0.427,2.1,5,0.752,0.7,0.9,171,5.8,2.9,0.361,1,5.9,0.431,2.5,0.701,2,1.4,113,7.5,3,29,0.117,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009,2013,2016,1990,4/29/1990,6.6,University of Dayton,6.6.2020,Chris Johnson,F-G,206,2.3,0.307,0.7,0.48,0.392,1.6,4,0.835,0.6,0.7,147,4.4,4.6,0.371,1.7,7.9,0.427,3.4,0.826,2.6,2.1,138,10.6,3,23,0.069,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2643,2016,2018,1995,2/5/1995,6.11,Syracuse University,6.11.2020,Chris McCullough,F,200,0.8,0.306,0.3,0.467,0.426,1.3,3.1,0.548,0.4,0.7,59,3.3,0.1,1,0.1,7.1,0.478,3.4,0.563,4.4,2.5,16,9.3,2,21,#N/A,87.25,109,0,0,0,29
3725,2012,2014,1989,11/21/1989,6.8,Florida State University,6.8.2020,Chris Singleton,F,230,1.2,0.319,0.4,0.423,0.376,1.6,4.2,0.633,0.6,0.9,148,4.1,3.3,0.33,1.1,8.4,0.419,3.5,0.592,3.5,2.1,95,10.3,2,23,0.052,85,103.5,141,11.33,3.09,18
3758,2014,2014,1987,10/13/1987,6.2,"Manhattan College, University of Louisville",6.2.2020,Chris Smith,G,200,0,,0,,,0,0,,0,0,2,0,3.7,0.352,1.3,8.9,0.403,3.6,0.703,2.9,2,125,10.5,0,27,0.042,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4521,2012,2014,1988,9/30/1988,6.8,University of Dayton,6.8.2020,Chris Wright,F,226,0,0,0,0.55,0.55,1.4,2.5,0.652,0.9,1.4,32,3.7,0.9,0.229,0.2,9.8,0.489,4.8,0.662,4.8,3.2,123,13,2,24,0.163,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4522,2013,2013,1989,11/4/1989,6.1,Georgetown University,6.1.2020,Chris Wright,G,210,0,,0,0.5,0.5,0.3,0.7,,0,0,3,0.7,3.4,0.34,1.2,9.4,0.459,4.3,0.748,3.6,2.7,110,12.4,0,24,0.163,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4499,2016,2017,1995,9/27/1995,6.11,"University of Nevada, Las Vegas",6.11.2020,Christian Wood,F,220,0.5,0.25,0.1,0.474,0.447,1.1,2.5,0.667,0.8,1.2,30,3.2,2.2,0.261,0.6,7.8,0.477,3.7,0.747,3.1,2.3,63,10.4,1,21,0.052,87.25,111.5,0,0,0,0
1103,2015,2016,1991,4/17/1991,6.8,Wichita State University,6.8.2020,Cleanthony Early,F,210,1.8,0.263,0.5,0.398,0.346,1.6,4.5,0.75,0.7,0.9,56,4.3,4.3,0.348,1.5,10.5,0.47,4.9,0.819,4.6,3.7,75,15.1,1,24,-0.03,82.75,101.5,141.5,11.15,3.18,34
42,2016,2016,1995,11/16/1995,6.8,University of Kansas,6.8.2020,Cliff Alexander,F,245,0,,0,0.5,0.5,0.6,1.3,,0,0,8,1.3,0,,0,4.6,0.566,2.6,0.671,2.8,1.9,28,7.1,0,21,#N/A,87.5,109.5,0,0,0,0
615,2015,2018,1994,5/18/1994,6.1,,6.10.2020,Clint Capela,C,240,0,0,0,0.63,0.63,4.6,7.3,0.482,1.4,2.9,227,10.6,,,,,,,,,,,,3,21,0.019,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4558,2014,2018,1992,10/5/1992,7.1,Indiana University,7.1.2000,Cody Zeller,C-F,240,0.1,0.25,0,0.505,0.504,2.9,5.8,0.732,2.1,2.8,312,7.9,0,0,0,9.4,0.592,5.5,0.756,6.6,5,72,16.1,4,22,0.09,82.75,106,143.5,10.82,3.15,4
1765,2012,2013,1989,6/14/1989,6.5,University of Colorado,6.5.2020,Cory Higgins,G,180,0.6,0.2,0.1,0.338,0.324,1.3,4.1,0.694,1,1.4,44,3.7,2.7,0.347,0.9,10.6,0.467,4.9,0.825,5.2,4.3,132,15.2,1,23,-0.15,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1979,2015,2016,1990,12/26/1990,6.9,Baylor University,6.9.2020,Cory Jefferson,F,218,0.3,0.125,0,0.45,0.444,1.4,3.3,0.583,0.6,1,58,3.5,0.4,0.34,0.1,6.1,0.543,3.3,0.66,3.3,2.2,130,8.9,1,25,0.071,84.5,105,142.5,12.63,3.36,60
2134,2012,2018,1991,8/20/1991,6.3,University of Texas at Austin,6.3.2020,Cory Joseph,G,193,1.2,0.332,0.4,0.484,0.451,2.7,6.1,0.765,1.1,1.5,445,7,3.5,0.413,1.4,8.9,0.422,3.8,0.699,2,1.4,36,10.4,6,21,0.001,77.5,99,134,10.75,3.27,29
715,2016,2016,1992,7/4/1992,6.7,University of Arkansas,6.7.2020,Coty Clarke,F,232,0.7,1,0.7,0.75,0.5,0.7,1.3,,0,0,3,2,1.2,0.442,0.5,5.9,0.469,2.8,0.777,3.2,2.5,65,8.6,0,24,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1286,2012,2012,1988,5/23/1988,5.11,University of Arkansas,5.11.2020,Courtney Fortson,G,185,1.3,0.231,0.3,0.391,0.344,1.1,3.2,0.667,1,1.5,10,3.5,3.8,0.311,1.2,13.4,0.397,5.3,0.677,6.1,4.1,47,16,0,24,-0.065,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1221,2016,2018,1992,7/7/1992,6.1,,6.10.2020,Cristiano Felicio,F-C,275,0,0,0,0.58,0.58,1.9,3.3,0.665,0.9,1.4,150,4.7,,,,,,,,,,,,2,24,0.455,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2179,2012,2012,1989,11/5/1989,6.6,St. John's University,6.6.2020,D.J. Kennedy,F,215,2,0.5,1,0.5,0.417,2.5,6,0,0,1,2,6,2.6,0.358,0.9,8.4,0.436,3.7,0.746,4.5,3.3,129,11.7,0,23,-0.023,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3863,2014,2014,1990,12/19/1990,6.5,University of Memphis,6.5.2020,D.J. Stephens,G-F,188,0,,0,0.429,0.429,1,2.3,1,0.3,0.3,3,2.3,0.4,0.37,0.1,2.6,0.627,1.6,0.633,1,0.6,129,4,0,24,0.067,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2420,2013,2018,1990,7/15/1990,6.3,Weber State University,6.3.2020,Damian Lillard,G,195,7.3,0.369,2.7,0.508,0.432,7.7,17.7,0.885,5.1,5.7,467,23.1,6.1,0.39,2.4,12.6,0.446,5.6,0.867,5.8,5,104,18.6,5,23,0.088,79.75,95.5,135,11.15,3.34,6
1903,2016,2016,1995,5/20/1995,6.8,,6.8.2020,Damien Inglis,F,246,0.7,0.231,0.2,0.392,0.351,0.7,1.9,0.875,0.4,0.4,20,1.8,,,,,,,,,,,,0,21,-0.014,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3523,2015,2017,1986,6/17/1986,6.1,,6.10.2020,Damjan Rudez,F,228,1.9,0.373,0.7,0.552,0.424,1.2,2.8,0.774,0.2,0.2,146,3.3,,,,,,,,,,,,2,29,0.061,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3539,2016,2018,1996,2/23/1996,6.5,Ohio State University,6.5.2020,D'Angelo Russell,G,195,5.4,0.346,1.9,0.48,0.409,5.3,13,0.754,2,2.7,189,14.5,6.6,0.411,2.7,14.7,0.449,6.6,0.756,4.5,3.4,35,19.3,2,20,-0.007,81.75,102,0,0,0,2
3074,2012,2014,1990,8/6/1990,6.1,University of Kentucky,6.10.2020,Daniel Orton,C-F,255,0,0,0,0.485,0.485,1,2,0.597,0.8,1.4,51,2.8,0.1,0,0,2.4,0.527,1.3,0.524,1.7,0.9,38,3.4,2,22,0.129,88.25,110.5,141,12.32,3.39,29
1195,2015,2018,1995,7/13/1995,6.6,,6.6.2020,Dante Exum,G,190,2.7,0.308,0.8,0.474,0.396,2.1,5.3,0.754,0.6,0.8,160,5.7,,,,,,,,,,,,3,20,-0.003,81.5,103,137.5,10.75,3.19,5
1793,2012,2012,1987,9/29/1987,6.7,University of New Mexico,6.7.2020,Darington Hobson,G,210,1.2,0,0,0.154,0.154,0.4,2.6,,0,0,5,0.8,3.1,0.361,1.1,12.5,0.44,5.5,0.653,5.7,3.7,35,15.9,0,25,-0.225,81.25,104.5,138.5,11.68,3.25,37
2062,2013,2014,1989,9/28/1989,6.2,Marquette University,6.2.2020,Darius Johnson-Odom,G,215,0.6,0,0,0,0,0,1.6,0,0,0.3,7,0,5.2,0.403,2.1,12,0.444,5.3,0.722,4.1,3,105,15.7,1,24,-0.439,79,96,137.5,10.76,3.21,55
2768,2013,2018,1990,3/21/1990,6.8,University of Kentucky,6.8.2020,Darius Miller,F,235,2.7,0.395,1.1,0.562,0.435,1.8,4.2,0.858,0.5,0.6,182,5.2,3,0.379,1.2,6.5,0.448,2.9,0.815,1.5,1.2,152,8.2,5,23,0.034,81,101,138,11.34,3.31,46
2848,2012,2015,1991,1/3/1991,6.4,University of Michigan,6.4.2020,Darius Morris,G,190,1.1,0.322,0.4,0.439,0.384,1.3,3.3,0.63,0.4,0.6,132,3.3,1.5,0.223,0.3,8,0.469,3.8,0.695,2.9,2,67,9.9,3,21,-0.045,79.5,102,134,11,3.2,41
1785,2016,2018,1993,4/13/1993,6.6,Villanova University,6.6.2020,Darrun Hilliard,G,205,1.1,0.304,0.3,0.433,0.377,1.1,3,0.747,0.6,0.8,91,3.2,4.3,0.367,1.6,8.5,0.436,3.7,0.748,3.2,2.4,132,11.4,2,23,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3884,2015,2018,1991,6/24/1991,5.11,Gonzaga University,5.11.2020,David Stockton,G,165,0.8,0.6,0.5,0.611,0.444,0.7,1.5,0.7,1.2,1.7,6,3,1.7,0.306,0.5,3.8,0.424,1.6,0.7,1.5,1.1,138,4.8,3,24,-0.014,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4273,2015,2015,1990,9/21/1990,6.1,"University of North Carolina, University of California, Los Angeles",6.10.2020,David Wear,F,230,0.5,0,0,0,0,0,1,,0,0,2,0,1.1,0.423,0.5,5.8,0.473,2.7,0.736,1.3,0.9,130,6.8,0,25,-0.11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
